Name,Address,Rating,Place ID,Reviews,Distance from Center
Raio Pizza Delivery Cluj,"Strada Lunii 8, Cluj-Napoca",4.8,ChIJZa3PrSkNSUcRKt3LUOBK4Ww,"Monica Ratiu: Amazingly good pizza. I would dare to say best in town. Can’t wait to have another pizza evening and order from you! 🫶🏻
Keep up the awesome work!; Madalina Crihalmeanu: Don’t resist the temptation! This hidden gem is not just a pizza place; it will convert even the most steadfast pizza skeptics into devout dough disciples. The crust? Crispier than a cat’s morning stretch. The cheese? More melty than a romantic comedy marathon. And the toppings? Well, they’ve got more variety than your aunt’s collection of porcelain cats. Their service is faster than a cheetah on a skateboard and their smiles could outshine a supernova.; Finy: It was one of the best pizzas I had in Cluj-Napoca; Alex Avram: Pizza made by gods or for gods, either way, heavenly and tasty. I have tried most of the pizzas in Cluj and I can honestly say, no other pizza was as good and well-proportioned as their pizza, and no other pizza was as good the next day. It's also not oily and all its ingredients are fresh.

I have tasted almost all of their menu (except the formaggi as not quite a cheese fan), including the salami pizzas (not quite a salami fan either but daaamn), and my mouth watered so much, my taste buds put on a shower cap.🤤🤤

We order from them when we have a birthday party, friends gatherings or whenever in the mood for the perfect pizza.

Keep up the good work!; Giuliano Squadrito: When I went to Romania, I had just visited Italy and I wanted to continue feeling the pleasure of pizza. The first two restaurants I visited were a shame, but then a tour guide told me about Raio… My first impression was great, everything nice and clean, I would let my son eat from the floor of the restaurante, and then when I tried the pizza… Mamma Mia!!. Would I recommend Raio Pizza?  For sure!!",2.13
Pizzeria 191,"Calea Turzii 191, Cluj-Napoca",4.6,ChIJMd2Kk5MNSUcRs1obxNrjYJ4,"Calin Andrei: Best Diavola pizza I ever had. Thin crust, and crafty for an extra touch, looks like a rose. I appreciate the attention to detail and the ingredients used are very good. I recommend.; Sergiu Dan: Hello, very excited to share my recent experience with all of you out there. Nice people, tasteful pizza! Best choice for me!; Pop David: Strange evil, he has no patience.
I add.
What's more, the Nepalese took my pizza in front of me, so you didn't save any time, and the customer didn't get his pizza faster. I didn't rush because it didn't show that the food was ready in the app. You were also making a daisy and you were HUMAN...; Claudiu Crisan: I ordered 2 pizzas for me and my girlfriend, I want to say that I was impressed how crispy and good the top was, and the products are of superior quality. Congratulations to the team. I will come back every time!!; Petruta Alex: This is how a 610 g pizza (student offer pizza) looks like....",2.25
Profi Super,"Strada Observatorului fn, Cluj-Napoca",4,ChIJT3OUX-kNSUcRvJT9QoaSp5Y,"Attila Ujvári (Ujvi): Whenever I am in the area and I am in need of necessities, I visit this Profi. The staff is nice and I especially love their hot dogs. The prices are competitive and the space is well arranged. Overall, it's a good spot to shop for groceries and necessities. My grandmother also approves this message.; Keven Gomescoello: Great spot for a variety of products, including hot food. Really great prices as well. Not all the staff is friendly unfortunately. As a tourist there were some language barriers but two workers on two separate occasions did not have the patience to help myself and some friends, instead becoming frustrated and acting very rude. We were violently thrown a bag when we had asked for one. Not all employees here are like that, however.; Bachner Istvan: A bit crowded at the checkout. And i wouldn't recommend the ""fast food"" to anyone.; Marius Crisan: Good products variety in general. Big points for being open 24/7. Maybe not the best choice of you're looking for premium+ products, but wide enough range of products for a store in the city; Ágnes-Etelka Magdó: You can find almost everyhting in here. And its open 24/7. The hotdogs are good.",2.06
Apartament 1,"Calea Turzii 162-168, Bloc C1, Parter, Cluj-Napoca",4.5,ChIJIaCqGs8NSUcRNqE7jQ_KFmo,"Tapio Mustonen: Really nice local restaurant. Visited here every day with my family during a 1 week holiday in Cluj. Good food, very friendly staff and affordable prices made us come back.; Radu E. Nutiu: Nice location for dining and have a good time with friends. Prices are low, but the food is ok.; Bianca Dumitru: Excellent!!! We ordered food on a Sunday morning and got delivered real quick and in perfect shape (just like in the images). But the taste was beyond our expectation for the entire order ( pasta, soup, cheesecake, shrimp salad and chocolate mousse). Authentic cuisine. Must try.; Barczi Belu: Nice food with good atmosphere.; XPJack: The food was tasty and plentiful, the service was professional and the atmosphere was nice. I had a nice time.",2.38
Transilvania Events Hall,"Calea Turzii 203A, Cluj-Napoca",4.5,ChIJc_XZMswNSUcRaK38VyHKhuk,"Marius Muresan: My class organised a banquet here and I have to say that the building is a good and beatiful example of modern architecture, perfect for photos, the food was delicious and the open bar was a nice touch, with good beverages.; Fabio Ivan: No parking place. Good luck if you want to book some events without waiting few months, because apparentlt the place is STILL CLOSED. Some fake reviews earlier perhaps?; Florin Serban: Good music, nice ambient, exquisite food, fine people. Duck is the best; Victor-Florin Simon: Nice place. Food was ok. Great service.; H G: Nice place, good food, friendly employees.",2.37
Marhaba,"Calea Turzii 86, Cluj-Napoca",4.8,ChIJfYyAfDIMSUcR4elMnKVbOmc,"Klaudia Poka: The place looks quite nice and pleasant. Unfortunately they put us to a very big table and for 6 people made it hard to entertain a conversation. The food was just barely alright… it was plain, without a pleasant flavour. The meat seems boiled before in plain water and after just a sauce added. The sauce didn’t compensate for the plain taste. Salt was also missing from the dishes. Overall food wise wasn’t a nice experience. The service was excellent and people smiling constantly, taking care of us.; billy BUCK: Great dinning  experience .
Had a friend celebratr his birthday in this beautiful place .
The service was spot on , food was great and the wine sublime .
Nice ambiance and great overall experince; Laurentiu Gabriel Grapa: Really nice Arabic atmosphere . The food is good quality but prices are high. Always like that for foreign type restaurants in Romania. Staff is nice but no initiative. Have to keep calling them. No suggestions. Overall recommend to go every now and then. Not too often. Best learn dishes and make home till more competition starts.; Robert Simoiu: The place is sublime, the wall paintings, tables, chairs/sofas (even the toilets) are on the premium side, and the atmosphere in general rounds up the experience. The food was great, also the Arabic music was a nice addition. The price-to-food quantity ratio is indeed on the more expensive side, but from my point of view, the taste makes up for the price.
I definitely recommend the place, there are some parking spaces, not too many, also I suggest making a reservation, the place can get crowded very quickly.; Horia Banciu: We found a very large choice of dishes. We picked some of these, and they were quite good. Prices were decent. We will get back to try other cooks.",1.35
METROPOLITAN CATERING CLUJ,"Strada Panait Istrati 11, Cluj-Napoca",4.9,ChIJVcrjPEQNSUcRSU0NAiWTx4I,"Cristi Balusa: Very good food at the right price. I congratulate you for the kitchen and the service.; Bogdan Marchis: A super ok team, super ok menus, I recommend from all points of view!; Krakkai Claudiu: Good food, cooked correctly and cleanly, the taste is superlative!!! I also recommend the pizza!!! made in Italy!!! that's where the chef comes from!!!; Constantin Drugescu: Pretty ok; Orosz Calin: ",2.34
Pizzeria Azzurro,"Strada Louis Pasteur 73, Cluj-Napoca",4.5,ChIJs2GSD9YNSUcRWgtI3a_LVeM,"Mihai-Daniel Muresan: Tasty pizza, took long to prepare; Ayyed Hayek: Is bad place and the badest service  ever I had seen today I called  the place to ask about my order and she talked with me so bad and close the phone; Hetea Alex: Nice cozy place in the neighberhood where you can eat home made pizza.; Tóth Peti-Rudolf: Pleasant place and cheap. The food has  a good taste also.; Tudor Baciu: Very good pizza. Cozy place",1.98
Magic Sushi,"Strada Zorilor 25, Cluj-Napoca",4,ChIJKRn8Ls4PSUcRjNdTPkDAtzY,"Dana Abdel Sater: Pretty good! I ordered the tori ramen. The broth is salty which I enjoyed it because I think it compliments the mildness of the rest of the dish( I also reallyyy like salt 😅). The eggs were perfectly jammy but could improve with the marination aspect by either marinating it longer or strengthening the sauce as it was a bit bland. I paid for an extra egg but I do think they could be putting more protein and nori for the original price. Ordered it on a discount from bolt.; Torje Anca: We tried their specials and we loved it. Tasty, fresh and pretty cheap. It’s our third time ordering from HiSushi and everytime our feedback was positive.; Ana Ghindariu: I've order online a ramen with chicken. One of the unhappiest ramen experience I've ever had: very salty soup, 98% noodles and almost nothing else besides.
You want decent ramen? Not the place; Natalia Andrada: Very tasty!Very good! ⭐️⭐️⭐️⭐️⭐️
Very nice and kind people!
Highly recommended 👌
Thank you Magic Sushi!😊; aurelia aur1ta: ive been ordering their sushi (spicy tuna tempura, panko salmon, unagi, big veggie etc.), and chicken (tempura stick and karaage) for a long time and it's been consistently delicious. I've literally never had a bad experience. No complaints, great prices on bolt food (they do discounts regularly) !",1.8
Vibe Fusion & Restaurant Sushi Cluj,"Strada Zorilor 25, Cluj-Napoca",5,ChIJfZEzwxsPSUcRYiqpDiR21qQ,"Robert Simoiu: We found this hidden gem which is not that far from our place, and we wanted to give it a try. The overwhelming positive reviews definitely had a big impact, along with the shared photos.
Even though this is not a sushi-only restaurant, I tried some sushi combo with rolls, maki, and nigiri, and I was really impressed. The meat was fresh, and tasted good. The others tried pasta with chicken, and that was also good.
We wrapped up with some elegant fine dining like desserts, along with some fruit tea.
To summarize, a really cozy experience on a cold evening.; Stefania Lucaci: If you're looking for a cozy and stylish dining experience, this Scandinavian-Boho themed restaurant is a hidden gem.
The menu features a variety of intriguing dishes. While the offerings may seem like typical breakfast fare at first glance, each one has a unique twist that turns every bite into a delightful surprise.
Coffee lovers will appreciate their expertly brewed coffee, rich and smooth.
To top it all off, the staff is incredibly friendly and attentive.; Ana Campos: Very nice, cozy place. The beef tenderloin I ordered was perfect; everything else was also done with a lot of love and care. You can see the dedication in the details. Nice background music and ambience. Prices are reasonable. Service was great, so all in all a great experience I can recommend further.; Vizi Előd: Sushi was super delicious and everything was fresh and amazing. Best sushi we have ever had 10/10. 100% recommend. It worth the price.; Laura Pisulache: Nice place, calm. Friendly staff, good services and delicious sushi.",1.8
